Country,Code,Year,COVID-19 doses (cumulative)
Argentina,ARG,2024-01-01,116717860
Argentina,ARG,2024-01-02,116719500
Argentina,ARG,2024-01-03,116722060
Argentina,ARG,2024-01-04,116725150
Argentina,ARG,2024-01-05,116728600
Argentina,ARG,2024-01-06,116728936
Argentina,ARG,2024-01-07,116728984
Argentina,ARG,2024-01-08,116732776
Argentina,ARG,2024-01-09,116737510
Argentina,ARG,2024-01-10,116745470
Argentina,ARG,2024-01-11,116755920
Argentina,ARG,2024-01-12,116768180
Argentina,ARG,2024-01-13,116769400
Argentina,ARG,2024-01-14,116769576
Argentina,ARG,2024-01-15,116783730
Argentina,ARG,2024-01-16,116797140
Argentina,ARG,2024-01-17,116815630
Argentina,ARG,2024-01-18,116835250
Argentina,ARG,2024-01-19,116859540
Argentina,ARG,2024-01-20,116861420
Argentina,ARG,2024-01-21,116861700
Argentina,ARG,2024-01-22,116887050
Argentina,ARG,2024-01-23,116915864
Argentina,ARG,2024-01-24,116930510
Argentina,ARG,2024-01-25,116953544
Argentina,ARG,2024-01-26,116976960
Argentina,ARG,2024-01-27,116978520
Armenia,ARM,2021-03-31,565
Armenia,ARM,2021-05-09,10727
Armenia,ARM,2021-05-16,19249
Armenia,ARM,2021-05-23,26562
Armenia,ARM,2021-05-30,33529
Armenia,ARM,2021-06-06,46503
Armenia,ARM,2021-06-14,55557
Armenia,ARM,2021-06-20,64293
Armenia,ARM,2021-06-27,74714
Armenia,ARM,2021-07-11,108107
Armenia,ARM,2021-07-18,131080
Armenia,ARM,2021-07-25,152529
Armenia,ARM,2021-08-01,171890
Armenia,ARM,2021-08-08,194902
Armenia,ARM,2021-08-15,220236
Armenia,ARM,2021-08-22,239342
Armenia,ARM,2021-08-29,275138
Armenia,ARM,2021-09-05,303325
Armenia,ARM,2021-09-12,335721
Armenia,ARM,2021-09-19,366779
Armenia,ARM,2021-09-26,408535
Armenia,ARM,2021-10-11,514241
Armenia,ARM,2021-10-17,620698
Armenia,ARM,2021-10-24,709345
Armenia,ARM,2021-10-31,831856
Armenia,ARM,2021-11-07,890797
Armenia,ARM,2021-11-14,1004493
Armenia,ARM,2021-11-21,1110891
Armenia,ARM,2021-11-28,1236264
Armenia,ARM,2021-12-06,1352805
Armenia,ARM,2021-12-12,1452374
Armenia,ARM,2021-12-19,1546632
Armenia,ARM,2021-12-26,1626738
Armenia,ARM,2022-01-02,1660256
Armenia,ARM,2022-01-09,1694518
Armenia,ARM,2022-01-17,1761529
Armenia,ARM,2022-01-23,1825382
Armenia,ARM,2022-01-30,1883413
Armenia,ARM,2022-02-06,1925556
Armenia,ARM,2022-02-13,1971565
Armenia,ARM,2022-02-20,1992891
Armenia,ARM,2022-02-27,2042616
Armenia,ARM,2022-03-13,2088962
Armenia,ARM,2022-03-20,2107032
Armenia,ARM,2022-04-03,2141957
Armenia,ARM,2022-04-17,2149195
Armenia,ARM,2022-05-15,2149233
Armenia,ARM,2022-05-22,2150112
Armenia,ARM,2023-03-05,2153341
Armenia,ARM,2023-04-16,2154067
Armenia,ARM,2023-05-14,2156999
Armenia,ARM,2023-06-04,2158796
Armenia,ARM,2023-09-03,2163656
Armenia,ARM,2023-10-01,2256919
Aruba,ABW,2021-03-29,25766
Aruba,ABW,2021-04-10,41096
Aruba,ABW,2021-04-12,43073
Aruba,ABW,2021-04-13,45588
Aruba,ABW,2021-04-14,48200
Aruba,ABW,2021-04-15,50546
Aruba,ABW,2021-04-16,52955
Aruba,ABW,2021-04-17,55582
Aruba,ABW,2021-04-18,55651
Aruba,ABW,2021-04-19,58178
Aruba,ABW,2021-04-20,60379
Aruba,ABW,2021-04-21,62342
Aruba,ABW,2021-04-22,64288
Aruba,ABW,2021-04-23,67950
Aruba,ABW,2021-04-24,69279
Aruba,ABW,2021-04-25,73103
Aruba,ABW,2021-04-26,73360
Aruba,ABW,2021-04-28,74668
Aruba,ABW,2021-04-29,75846
Aruba,ABW,2021-04-30,76865
Aruba,ABW,2021-05-03,77728
Aruba,ABW,2021-05-04,78956
Aruba,ABW,2021-05-05,79502
Aruba,ABW,2021-05-06,79553
Aruba,ABW,2021-05-07,80258
Aruba,ABW,2021-05-08,80699
Aruba,ABW,2021-05-10,81616
Aruba,ABW,2021-05-11,82877
Aruba,ABW,2021-05-12,84239
Aruba,ABW,2021-05-13,85441
Aruba,ABW,2021-05-14,87536
Aruba,ABW,2021-05-15,88602
Aruba,ABW,2021-05-17,91006
Aruba,ABW,2021-05-18,93734
Aruba,ABW,2021-05-19,96007
Aruba,ABW,2021-05-20,97921
Aruba,ABW,2021-05-21,100003
Aruba,ABW,2021-05-22,103395
Aruba,ABW,2021-05-23,108471
Aruba,ABW,2021-05-24,109756
Aruba,ABW,2021-05-25,111377
Aruba,ABW,2021-05-26,111665
Aruba,ABW,2021-05-27,112316
Aruba,ABW,2021-05-28,113098
Aruba,ABW,2021-05-29,113662
Aruba,ABW,2021-05-31,114154
Aruba,ABW,2021-06-01,114632
Aruba,ABW,2021-06-02,115144
Aruba,ABW,2021-06-03,116563
Aruba,ABW,2021-06-04,116577
Aruba,ABW,2021-06-06,116579
Aruba,ABW,2021-06-07,117036
Aruba,ABW,2021-06-08,117696
Aruba,ABW,2021-06-09,118316
Aruba,ABW,2021-06-10,118873
Aruba,ABW,2021-06-11,119395
Aruba,ABW,2021-06-12,121471
Aruba,ABW,2021-06-14,121874
Aruba,ABW,2021-06-15,122269
Aruba,ABW,2021-06-16,122680
Aruba,ABW,2021-06-17,123115
Aruba,ABW,2021-06-18,123571
Aruba,ABW,2021-06-20,123890
Aruba,ABW,2021-06-21,124313
Aruba,ABW,2021-06-22,124332
Aruba,ABW,2021-06-23,124856
Aruba,ABW,2021-06-24,125289
Aruba,ABW,2021-06-27,125290
Aruba,ABW,2021-06-28,125875
Aruba,ABW,2021-06-29,126387
Aruba,ABW,2021-06-30,127256
Aruba,ABW,2021-07-01,127416
Aruba,ABW,2021-07-02,127984
Aruba,ABW,2021-07-05,128575
Aruba,ABW,2021-07-06,129162
Aruba,ABW,2021-07-07,129646
Aruba,ABW,2021-07-08,130121
Aruba,ABW,2021-07-09,130670
Aruba,ABW,2021-07-10,131930
Aruba,ABW,2021-07-12,132344
Aruba,ABW,2021-07-13,132715
Aruba,ABW,2021-07-14,133180
Aruba,ABW,2021-07-15,133727
Aruba,ABW,2021-07-16,133750
Aruba,ABW,2021-07-19,134510
Aruba,ABW,2021-07-20,134521
Aruba,ABW,2021-07-21,134983
Aruba,ABW,2021-07-22,135450
Aruba,ABW,2021-07-23,135509
Aruba,ABW,2021-07-26,135988
Aruba,ABW,2021-07-27,136496
Aruba,ABW,2021-07-28,136907
Aruba,ABW,2021-07-29,137305
Aruba,ABW,2021-07-30,137598
Aruba,ABW,2021-07-31,138509
Aruba,ABW,2021-08-01,138513
Aruba,ABW,2021-08-02,138688
Aruba,ABW,2021-08-03,139043
Aruba,ABW,2021-08-04,139122
Aruba,ABW,2021-08-05,139303
Aruba,ABW,2021-08-06,139566
Aruba,ABW,2021-08-09,139887
Aruba,ABW,2021-08-10,140304
Aruba,ABW,2021-08-11,140901
Aruba,ABW,2021-08-12,141116
Aruba,ABW,2021-08-13,141611
Aruba,ABW,2021-08-16,142033
Aruba,ABW,2021-08-17,142606
Aruba,ABW,2021-08-18,143030
Aruba,ABW,2021-08-19,143396
Aruba,ABW,2021-08-20,143661
Aruba,ABW,2021-08-22,145934
Aruba,ABW,2021-08-23,146254
Aruba,ABW,2021-08-24,146496
Aruba,ABW,2021-08-25,146793
Aruba,ABW,2021-08-26,147080
Aruba,ABW,2021-08-27,147363
Aruba,ABW,2021-08-29,147577
Aruba,ABW,2021-08-30,147653
Aruba,ABW,2021-08-31,148225
Aruba,ABW,2021-09-01,148632
Aruba,ABW,2021-09-02,148867
Aruba,ABW,2021-09-03,149047
Aruba,ABW,2021-09-06,149590
Aruba,ABW,2021-09-07,149690
Aruba,ABW,2021-09-08,149974
Aruba,ABW,2021-09-09,150216
Aruba,ABW,2021-09-10,150466
Aruba,ABW,2021-09-11,151287
Aruba,ABW,2021-09-12,153189
Aruba,ABW,2021-09-13,153193
Aruba,ABW,2021-09-14,153597
Aruba,ABW,2021-09-15,154061
Aruba,ABW,2021-09-16,154447
Aruba,ABW,2021-09-20,154700
Aruba,ABW,2021-09-21,155093
Aruba,ABW,2021-09-22,155119
Aruba,ABW,2021-09-23,155336
Aruba,ABW,2021-09-24,155501
Aruba,ABW,2021-09-25,155609
Aruba,ABW,2021-09-26,155660
Aruba,ABW,2021-09-27,155753
Aruba,ABW,2021-09-28,155908
Aruba,ABW,2021-09-29,156061
Aruba,ABW,2021-09-30,156179
Aruba,ABW,2021-10-01,156355
Aruba,ABW,2021-10-02,156357
Aruba,ABW,2021-10-04,156561
Aruba,ABW,2021-10-05,156764
Aruba,ABW,2021-10-06,157007
Aruba,ABW,2021-10-07,157212
Aruba,ABW,2021-10-08,157355
Aruba,ABW,2021-10-09,157356
Aruba,ABW,2021-10-10,157541
Aruba,ABW,2021-10-12,157665
Aruba,ABW,2021-10-13,157866
Aruba,ABW,2021-10-14,157952
Aruba,ABW,2021-10-15,158065
Aruba,ABW,2021-10-18,158219
Aruba,ABW,2021-10-19,158440
Aruba,ABW,2021-10-20,158552
Aruba,ABW,2021-10-21,158665
Aruba,ABW,2021-10-22,158815
Aruba,ABW,2021-10-25,158921
Aruba,ABW,2021-10-26,159016
Aruba,ABW,2021-10-27,159175
Aruba,ABW,2021-10-28,159250
Aruba,ABW,2021-10-29,159406
Aruba,ABW,2021-11-01,159537
Aruba,ABW,2021-11-02,159631
Aruba,ABW,2021-11-03,159864
Aruba,ABW,2021-11-05,160012
Aruba,ABW,2021-11-08,160097
Aruba,ABW,2021-11-09,160170
Aruba,ABW,2021-11-10,160328
Aruba,ABW,2021-11-11,160438
Aruba,ABW,2021-11-12,160561
Aruba,ABW,2021-11-15,160659
Aruba,ABW,2021-11-16,160750
Aruba,ABW,2021-11-17,160871
Aruba,ABW,2021-11-18,160951
Aruba,ABW,2021-11-19,161112
Aruba,ABW,2021-11-20,161113
Aruba,ABW,2021-11-21,161200
Aruba,ABW,2021-11-22,161207
Aruba,ABW,2021-11-23,161336
Aruba,ABW,2021-11-24,161401
Aruba,ABW,2021-11-25,161559
Aruba,ABW,2021-11-26,161593
Aruba,ABW,2021-11-27,161611
Aruba,ABW,2021-11-28,161635
Aruba,ABW,2021-11-29,161639
Aruba,ABW,2021-11-30,161643
Aruba,ABW,2021-12-01,161648
Aruba,ABW,2021-12-02,161779
Aruba,ABW,2021-12-03,161913
Aruba,ABW,2021-12-06,162010
Aruba,ABW,2021-12-07,162121
Aruba,ABW,2021-12-08,162199
Aruba,ABW,2021-12-09,162275
Aruba,ABW,2021-12-10,162343
Aruba,ABW,2021-12-13,162443
Aruba,ABW,2021-12-14,162487
Aruba,ABW,2021-12-15,162566
Aruba,ABW,2021-12-16,162623
Aruba,ABW,2021-12-17,162818
Aruba,ABW,2021-12-20,163047
Aruba,ABW,2021-12-22,163181
Aruba,ABW,2021-12-23,163322
Aruba,ABW,2021-12-24,163323
Aruba,ABW,2021-12-27,163444
Aruba,ABW,2021-12-28,163652
Aruba,ABW,2021-12-30,163759
Aruba,ABW,2022-01-04,163843
Aruba,ABW,2022-01-05,163956
Aruba,ABW,2022-01-06,164103
Aruba,ABW,2022-01-07,164165
Aruba,ABW,2022-01-10,164295
Aruba,ABW,2022-01-11,164348
Aruba,ABW,2022-01-12,164494
Aruba,ABW,2022-01-13,164546
Aruba,ABW,2022-01-14,164625
Aruba,ABW,2022-01-15,164635
Aruba,ABW,2022-01-17,164725
Aruba,ABW,2022-01-18,164833
Aruba,ABW,2022-01-19,164933
Aruba,ABW,2022-01-20,165016
Aruba,ABW,2022-01-21,165593
Aruba,ABW,2022-01-22,165703
Aruba,ABW,2022-01-23,166004
Aruba,ABW,2022-01-25,166117
Aruba,ABW,2022-01-27,166235
Aruba,ABW,2022-01-28,166344
Aruba,ABW,2022-01-31,166440
Aruba,ABW,2022-02-01,166531
Aruba,ABW,2022-02-02,166610
Aruba,ABW,2022-02-03,166692
Aruba,ABW,2022-02-04,166780
Aruba,ABW,2022-02-07,166865
Aruba,ABW,2022-02-08,166939
Aruba,ABW,2022-02-09,167042
Aruba,ABW,2022-02-10,167119
Aruba,ABW,2022-02-11,167205
Aruba,ABW,2022-02-14,167267
Aruba,ABW,2022-02-15,167315
Aruba,ABW,2022-02-16,167391
Aruba,ABW,2022-02-17,167471
Aruba,ABW,2022-02-18,167581
Aruba,ABW,2022-02-21,167634
Aruba,ABW,2022-02-22,167681
Aruba,ABW,2022-02-23,167717
Aruba,ABW,2022-02-24,167759
Aruba,ABW,2022-02-25,167820
Aruba,ABW,2022-03-01,167903
Aruba,ABW,2022-03-02,167957
Aruba,ABW,2022-03-03,167993
Aruba,ABW,2022-03-04,168036
Aruba,ABW,2022-03-06,168040
Aruba,ABW,2022-03-07,168093
Aruba,ABW,2022-03-08,168150
Aruba,ABW,2022-03-09,168196
Aruba,ABW,2022-03-10,168309
Aruba,ABW,2022-03-12,168314
Aruba,ABW,2022-03-14,168364
Aruba,ABW,2022-03-15,168404
Aruba,ABW,2022-03-16,168442
Aruba,ABW,2022-03-17,168495
Aruba,ABW,2022-03-21,168599
Aruba,ABW,2022-03-22,168695
Aruba,ABW,2022-03-23,168816
Aruba,ABW,2022-03-24,168887
Aruba,ABW,2022-03-25,169010
Aruba,ABW,2022-03-26,169017
Aruba,ABW,2022-03-28,169131
Aruba,ABW,2022-03-29,169231
Aruba,ABW,2022-03-30,169304
Aruba,ABW,2022-03-31,169341
Aruba,ABW,2022-04-03,169420
Aruba,ABW,2022-04-04,169468
Aruba,ABW,2022-04-05,169526
Aruba,ABW,2022-04-06,169559
Aruba,ABW,2022-04-07,169591
Aruba,ABW,2022-04-08,169674
Aruba,ABW,2022-04-11,169728
Aruba,ABW,2022-04-12,169782
Aruba,ABW,2022-04-13,169859
Aruba,ABW,2022-04-14,169887
Aruba,ABW,2022-04-19,169961
Aruba,ABW,2022-04-20,170016
Aruba,ABW,2022-04-21,170084
Aruba,ABW,2022-04-22,170149
Aruba,ABW,2022-04-25,170205
Aruba,ABW,2022-04-26,170252
Aruba,ABW,2022-04-27,170254
Aruba,ABW,2022-04-28,170293
Aruba,ABW,2022-04-29,170323
Aruba,ABW,2022-05-03,170371
Aruba,ABW,2022-05-04,170421
Aruba,ABW,2022-05-05,170457
Aruba,ABW,2022-05-06,170501
Aruba,ABW,2022-05-09,170532
Aruba,ABW,2022-05-10,170575
Aruba,ABW,2022-05-11,170621
Aruba,ABW,2022-05-12,170670
Aruba,ABW,2022-05-13,170732
Aruba,ABW,2022-05-16,170772
Aruba,ABW,2022-05-17,170813
Aruba,ABW,2022-05-18,170854
Aruba,ABW,2022-05-19,170890
Aruba,ABW,2022-05-20,170938
Aruba,ABW,2022-05-23,170979
Aruba,ABW,2022-05-24,171017
Aruba,ABW,2022-05-25,171064
Aruba,ABW,2022-05-30,171109
Aruba,ABW,2022-05-31,171159
Aruba,ABW,2022-06-01,171192
Aruba,ABW,2022-06-02,171229
Aruba,ABW,2022-06-03,171356
Aruba,ABW,2022-06-06,171424
Aruba,ABW,2022-06-07,171457
Aruba,ABW,2022-06-08,171507
Aruba,ABW,2022-06-09,171522
Aruba,ABW,2022-06-10,171589
Aruba,ABW,2022-06-13,171641
Aruba,ABW,2022-06-14,171682
Aruba,ABW,2022-06-15,171706
Aruba,ABW,2022-06-16,171732
Aruba,ABW,2022-06-17,171770
Aruba,ABW,2022-06-20,171817
Aruba,ABW,2022-06-21,171851
Aruba,ABW,2022-06-22,171879
Aruba,ABW,2022-06-23,171902
Aruba,ABW,2022-06-24,171951
Aruba,ABW,2022-06-27,171985
Aruba,ABW,2022-06-28,172014
Aruba,ABW,2022-07-01,172049
Aruba,ABW,2022-07-03,172051
Aruba,ABW,2022-07-04,172094
Aruba,ABW,2022-07-05,172125
Aruba,ABW,2022-07-06,172154
Aruba,ABW,2022-07-07,172180
Aruba,ABW,2022-07-08,172216
Aruba,ABW,2022-07-11,172259
Aruba,ABW,2022-07-12,172300
Aruba,ABW,2022-07-13,172327
Aruba,ABW,2022-07-14,172368
Aruba,ABW,2022-07-15,172406
Aruba,ABW,2022-07-18,172436
Aruba,ABW,2022-07-19,172461
Aruba,ABW,2022-07-20,172471
Aruba,ABW,2022-07-21,172507
Aruba,ABW,2022-07-22,172535
Aruba,ABW,2022-07-25,172574
Aruba,ABW,2022-07-26,172610
Aruba,ABW,2022-07-27,172627
Aruba,ABW,2022-07-28,172653
Aruba,ABW,2022-07-29,172668
Aruba,ABW,2022-08-01,172704
Aruba,ABW,2022-08-02,172740
Aruba,ABW,2022-08-03,172764
Aruba,ABW,2022-08-04,172781
Aruba,ABW,2022-08-05,172809
Aruba,ABW,2022-08-08,172830
Aruba,ABW,2022-08-09,172852
Aruba,ABW,2022-08-10,172867
Aruba,ABW,2022-08-11,172894
Aruba,ABW,2022-08-12,172920
Aruba,ABW,2022-08-15,172939
Aruba,ABW,2022-08-16,172966
Aruba,ABW,2022-08-17,172979
Aruba,ABW,2022-08-18,172988
Aruba,ABW,2022-08-19,173005
Aruba,ABW,2022-08-22,173010
Aruba,ABW,2022-08-23,173027
Aruba,ABW,2022-08-24,173041
Aruba,ABW,2022-08-25,173059
Aruba,ABW,2022-08-26,173076
Aruba,ABW,2022-08-29,173096
Aruba,ABW,2022-08-30,173113
Aruba,ABW,2022-08-31,173120
Aruba,ABW,2022-09-01,173128
Aruba,ABW,2022-09-02,173146
Aruba,ABW,2022-09-05,173161
Aruba,ABW,2022-09-06,173197
Aruba,ABW,2022-09-07,173211
Aruba,ABW,2022-09-08,173231
Aruba,ABW,2022-09-09,173244
Aruba,ABW,2022-09-12,173263
Aruba,ABW,2022-09-13,173271
Aruba,ABW,2022-09-14,173283
Aruba,ABW,2022-09-15,173306
Aruba,ABW,2022-09-16,173334
Aruba,ABW,2022-09-19,173355
Aruba,ABW,2022-09-20,173365
Aruba,ABW,2022-09-21,173374
Aruba,ABW,2022-09-22,173378
Aruba,ABW,2022-09-23,173386
Aruba,ABW,2022-09-26,173396
Aruba,ABW,2022-09-27,173409
Aruba,ABW,2022-09-28,173414
Aruba,ABW,2022-09-29,173424
Aruba,ABW,2022-09-30,173442
Aruba,ABW,2022-10-03,173460
Aruba,ABW,2022-10-04,173479
Aruba,ABW,2022-10-05,173499
Aruba,ABW,2022-10-06,173508
Aruba,ABW,2022-10-07,173523
Aruba,ABW,2022-10-10,173544
Aruba,ABW,2022-10-11,173551
Aruba,ABW,2022-10-13,173582
Aruba,ABW,2022-10-14,173591
Aruba,ABW,2022-10-17,173612
Aruba,ABW,2022-10-18,173618
Aruba,ABW,2022-10-19,173635
Aruba,ABW,2022-10-21,173650
Aruba,ABW,2022-10-24,173663
Aruba,ABW,2022-10-25,173680
Aruba,ABW,2022-10-26,173713
Aruba,ABW,2022-10-27,173723
Aruba,ABW,2022-10-28,173736
Aruba,ABW,2022-10-31,173754
Aruba,ABW,2022-11-01,173768
Aruba,ABW,2022-11-02,173773
Aruba,ABW,2022-11-03,173780
Aruba,ABW,2022-11-04,173792
Aruba,ABW,2022-11-07,173803
Aruba,ABW,2022-11-08,173813
Aruba,ABW,2022-11-09,173819
Aruba,ABW,2022-11-10,173826
Aruba,ABW,2022-11-11,173837
Aruba,ABW,2022-11-14,173847
Aruba,ABW,2022-11-15,173867
Aruba,ABW,2022-11-16,173887
Aruba,ABW,2022-11-17,173896
Aruba,ABW,2022-11-18,173906
Aruba,ABW,2022-11-21,173930
Aruba,ABW,2022-11-22,173941
Aruba,ABW,2022-11-23,173946
Aruba,ABW,2022-11-24,173953
Aruba,ABW,2022-11-25,173958
Aruba,ABW,2022-11-28,173964
Aruba,ABW,2022-11-29,173978
Aruba,ABW,2022-11-30,173984
Aruba,ABW,2022-12-01,173993
Aruba,ABW,2022-12-02,174009
Aruba,ABW,2022-12-05,174017
Aruba,ABW,2022-12-06,174025
Aruba,ABW,2022-12-07,174034
Aruba,ABW,2022-12-08,174041
Aruba,ABW,2022-12-09,174047
Aruba,ABW,2022-12-12,174059
Aruba,ABW,2022-12-13,174070
Aruba,ABW,2022-12-15,174072
Aruba,ABW,2022-12-16,174085
Aruba,ABW,2022-12-19,174091
Aruba,ABW,2022-12-20,174098
Aruba,ABW,2022-12-21,174115
Aruba,ABW,2022-12-22,174118
Aruba,ABW,2022-12-27,174130
Aruba,ABW,2022-12-28,174133
Aruba,ABW,2022-12-29,174138
Aruba,ABW,2023-01-03,174145
Aruba,ABW,2023-01-04,174147
Aruba,ABW,2023-01-05,174153
Aruba,ABW,2023-01-06,174168
Aruba,ABW,2023-01-09,174183
Aruba,ABW,2023-01-10,174196
Aruba,ABW,2023-01-11,174202
Aruba,ABW,2023-01-12,174204
Aruba,ABW,2023-01-13,174215
Aruba,ABW,2023-01-16,174221
Aruba,ABW,2023-01-17,174227
Aruba,ABW,2023-01-18,174237
Aruba,ABW,2023-01-19,174242
Aruba,ABW,2023-01-20,174254
Aruba,ABW,2023-01-23,174256
Aruba,ABW,2023-01-24,174263
Aruba,ABW,2023-01-25,174264
Aruba,ABW,2023-01-26,174271
Aruba,ABW,2023-01-27,174277
Aruba,ABW,2023-01-30,174283
Aruba,ABW,2023-01-31,174293
Aruba,ABW,2023-02-01,174299
Aruba,ABW,2023-02-02,174304
Aruba,ABW,2023-02-03,174319
Aruba,ABW,2023-02-06,174324
Aruba,ABW,2023-02-07,174328
Aruba,ABW,2023-02-09,174333
Aruba,ABW,2023-02-10,174335
Aruba,ABW,2023-02-13,174341
Aruba,ABW,2023-02-14,174347
Aruba,ABW,2023-02-15,174350
Aruba,ABW,2023-02-16,174354
Aruba,ABW,2023-02-17,174366
Aruba,ABW,2023-02-21,174369
Aruba,ABW,2023-02-22,174375
Aruba,ABW,2023-02-23,174381
Aruba,ABW,2023-02-24,174388
Aruba,ABW,2023-02-27,174404
Aruba,ABW,2023-02-28,174407
Aruba,ABW,2023-03-01,174410
Aruba,ABW,2023-03-02,174415
Aruba,ABW,2023-03-03,174424
Aruba,ABW,2023-03-06,174430
Aruba,ABW,2023-03-07,174435
Aruba,ABW,2023-03-08,174440
Aruba,ABW,2023-03-09,174445
Aruba,ABW,2023-03-10,174458
Aruba,ABW,2023-03-13,174460
Aruba,ABW,2023-03-14,174466
Aruba,ABW,2023-03-16,174474
Aruba,ABW,2023-03-18,174488
Aruba,ABW,2023-03-20,174494
Aruba,ABW,2023-03-21,174499
Aruba,ABW,2023-03-22,174508
Aruba,ABW,2023-03-23,174514
Aruba,ABW,2023-03-24,174527
Aruba,ABW,2023-03-27,174533
Aruba,ABW,2023-03-28,174539
Aruba,ABW,2023-03-29,174548
Aruba,ABW,2023-03-30,174551
Aruba,ABW,2023-03-31,174566
Aruba,ABW,2023-04-03,174573
Aruba,ABW,2023-04-04,174580
Aruba,ABW,2023-04-05,174583
Aruba,ABW,2023-04-06,174591
Aruba,ABW,2023-04-11,174597
Aruba,ABW,2023-04-12,174601
Aruba,ABW,2023-04-13,174609
Aruba,ABW,2023-04-14,174621
Aruba,ABW,2023-04-17,174625
Aruba,ABW,2023-04-18,174628
Aruba,ABW,2023-04-19,174631
Aruba,ABW,2023-04-20,174636
Aruba,ABW,2023-04-21,174652
Aruba,ABW,2023-04-24,174657
Aruba,ABW,2023-04-25,174660
Aruba,ABW,2023-04-26,174666
Aruba,ABW,2023-05-02,174669
Aruba,ABW,2023-05-03,174671
Aruba,ABW,2023-05-04,174672
Aruba,ABW,2023-05-05,174679
Aruba,ABW,2023-05-08,174684
Aruba,ABW,2023-05-09,174688
Aruba,ABW,2023-05-10,174692
Aruba,ABW,2023-05-11,174704
Aruba,ABW,2023-05-12,174707
Aruba,ABW,2023-05-15,174710
Aruba,ABW,2023-05-16,174711
Aruba,ABW,2023-05-17,174717
Aruba,ABW,2023-05-22,174724
Aruba,ABW,2023-05-23,174727
Aruba,ABW,2023-05-24,174728
Aruba,ABW,2023-05-25,174730
Aruba,ABW,2023-05-26,174742
Aruba,ABW,2023-06-01,174746
Aruba,ABW,2023-06-02,174747
Aruba,ABW,2023-06-05,174749
Aruba,ABW,2023-06-06,174751
Aruba,ABW,2023-06-08,174754
Aruba,ABW,2023-06-09,174755
Aruba,ABW,2023-06-12,174759
Aruba,ABW,2023-06-16,174761
Aruba,ABW,2023-06-20,174763
Aruba,ABW,2023-06-21,174764
Aruba,ABW,2023-06-23,174771
Aruba,ABW,2023-06-27,174773
Aruba,ABW,2023-06-30,174776
Aruba,ABW,2023-07-03,174777
Aruba,ABW,2023-07-04,174778
Aruba,ABW,2023-07-05,174779
Aruba,ABW,2023-07-07,174783
Aruba,ABW,2023-07-11,174786
Aruba,ABW,2023-07-12,174787
Aruba,ABW,2023-07-13,174788
Aruba,ABW,2023-07-14,174794
Aruba,ABW,2023-07-25,174795
Aruba,ABW,2023-07-26,174796
Aruba,ABW,2023-07-28,174797
Aruba,ABW,2023-07-31,174798
Aruba,ABW,2023-08-04,174799
Aruba,ABW,2023-08-07,174800
Aruba,ABW,2023-08-09,174802
Aruba,ABW,2023-08-14,174804
Aruba,ABW,2023-08-15,174807
Aruba,ABW,2023-08-16,174808
Aruba,ABW,2023-08-17,174809
Aruba,ABW,2023-08-23,174810
Aruba,ABW,2023-09-05,174811
Aruba,ABW,2023-09-06,174812
Aruba,ABW,2023-09-14,174814
Aruba,ABW,2023-09-18,174815
Aruba,ABW,2023-09-22,174816
Aruba,ABW,2023-09-25,174817
Aruba,ABW,2023-09-27,174818
Aruba,ABW,2023-10-05,174819
Aruba,ABW,2023-10-09,174823
Aruba,ABW,2023-10-11,174824
Aruba,ABW,2023-10-13,174825
Aruba,ABW,2023-10-19,174827
Aruba,ABW,2023-10-23,174829
Aruba,ABW,2023-10-25,174830
Aruba,ABW,2023-11-14,174831
Aruba,ABW,2023-11-15,174832
Aruba,ABW,2023-11-16,174847
Aruba,ABW,2023-11-17,174849
Aruba,ABW,2023-11-21,174859
Aruba,ABW,2023-11-22,174873
Aruba,ABW,2023-11-23,174874
Aruba,ABW,2023-11-27,174875
Aruba,ABW,2023-11-28,174876
Aruba,ABW,2023-11-29,174877
Aruba,ABW,2023-11-30,174884
Aruba,ABW,2023-12-01,174887
Aruba,ABW,2023-12-04,174888
Aruba,ABW,2023-12-07,174889
Aruba,ABW,2023-12-12,174894
Aruba,ABW,2023-12-13,174895
Aruba,ABW,2023-12-14,174896
Aruba,ABW,2023-12-21,174897
Aruba,ABW,2023-12-22,174898
Aruba,ABW,2024-01-08,174899
Aruba,ABW,2024-01-10,174900
Aruba,ABW,2024-01-11,174903
Aruba,ABW,2024-01-12,174906
Aruba,ABW,2024-01-19,174908
Aruba,ABW,2024-01-22,174909
Aruba,ABW,2024-01-23,174911
Aruba,ABW,2024-01-24,174912
Aruba,ABW,2024-02-08,174913
Aruba,ABW,2024-03-11,174914
Asia,,2020-12-02,2824863
Asia,,2020-12-03,2824863
Asia,,2020-12-04,2824863
Asia,,2020-12-05,2824863
Asia,,2020-12-06,2824863
Asia,,2020-12-07,2824863
Asia,,2020-12-08,2824863
Asia,,2020-12-09,2824863
Asia,,2020-12-10,2824863
Asia,,2020-12-11,2824863
Asia,,2020-12-12,2824863
Asia,,2020-12-13,2824863
Asia,,2020-12-14,2824863
Asia,,2020-12-15,2824863
Asia,,2020-12-16,3012363
Asia,,2020-12-17,3199863
Asia,,2020-12-18,3387363
Asia,,2020-12-19,3574863
Asia,,2020-12-20,3769760
Asia,,2020-12-21,3982183
Asia,,2020-12-22,4214352
Asia,,2020-12-23,4466120.5
Asia,,2020-12-24,4739512.5
Asia,,2020-12-25,4967354
